WEO Country Code,ISO,Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
916,KAZ,Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"10,888.58","9,973.62","9,325.97","8,629.08","8,781.57","9,102.79","9,068.91","9,347.33","10,288.22","11,688.53","12,820.46","13,933.66","15,146.08","16,457.49","18,008.30","19,391.14","19,516.06","19,481.00","20,601.53","21,816.32","22,544.01","23,547.55","24,177.57","24,115.71","24,043.12","24,699.30","25,378.90","26,184.87","25,172.52","25,661.89","26,305.66","27,474.03","28,241.75","28,730.80","29,464.00",2019
664,KEN,Kenya,"3,597.72","3,610.49","3,659.94","3,590.76","3,527.28","3,553.16","3,683.07","3,760.68","3,854.82","3,898.54","3,948.98","3,878.46","3,721.80","3,610.27","3,597.17","3,648.40","3,684.15","3,603.39","3,604.08","3,567.83","3,483.12","3,526.09","3,451.92","3,453.77","3,515.00","3,615.21","3,727.60","3,871.40","3,774.66","3,796.05","4,019.06","4,128.62","4,221.07","4,275.55","4,384.28","4,506.43","4,590.29","4,649.98","4,795.54","4,918.07","4,792.51","4,948.22","5,131.58","5,306.12","5,475.93","5,653.93","5,838.71",2019
826,KIR,Kiribati,"2,335.82","2,295.85","2,215.06","2,206.39","2,215.15","2,053.53","2,022.67","1,981.43","2,109.65","1,994.05","1,919.20","1,894.65","1,892.35","1,885.20","1,891.20","1,862.96","1,852.71","1,857.51","1,951.54","1,884.91","1,963.74","1,901.03","1,940.75","1,944.03","1,877.90","1,935.39","1,893.20","1,890.55","1,811.55","1,787.18","1,732.92","1,737.32","1,795.20","1,846.18","1,809.09","1,970.98","2,044.89","2,035.86","2,084.85","2,130.46","2,085.00","2,087.14","2,104.01","2,117.54","2,126.15","2,133.44","2,141.83",2017
542,KOR,Korea,"5,486.84","5,793.32","6,180.13","6,904.25","7,539.15","8,050.48","8,873.67","9,904.67","10,983.94","11,645.07","12,669.89","13,897.22","14,606.09","15,452.84","16,716.07","18,139.81","19,385.58","20,389.69","19,204.67","21,255.24","22,988.11","23,919.36","25,618.68","26,288.36","27,545.28","28,671.23","30,022.49","31,603.58","32,309.53","32,398.46","34,431.15","35,426.70","36,087.62","37,060.59","38,007.94","38,870.13","39,857.09","41,001.07","41,993.06","42,850.29","42,426.54","44,207.59","45,637.64","46,906.66","48,093.05","49,264.08","50,425.74",2020
967,UVK,Kosovo,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"6,826.32","7,153.91","7,062.70","7,322.85","7,181.96","7,363.06","7,520.81","8,032.26","8,078.03","8,235.46","8,375.50","8,717.37","8,787.44","9,064.52","9,255.14","9,815.46","10,145.81","10,486.55","10,904.32","11,528.63","10,874.11","11,480.64","11,949.47","12,401.74","12,846.42","13,262.27","13,671.76",2020
443,KWT,Kuwait,"60,817.66","47,175.17","40,838.11","41,089.60","42,323.66","38,138.02","39,104.38","40,062.69","34,234.72","41,047.73","29,854.87","27,583.57","48,294.70","62,615.69","55,002.92","52,212.07","49,257.11","47,769.82","48,163.46","47,633.44","50,718.05","48,801.33","47,970.59","53,484.53","54,788.30","55,519.37","56,098.21","55,670.37","56,351.40","51,716.30","49,120.89","52,172.03","54,029.75","53,454.97","51,761.54","50,279.64","50,005.55","46,479.26","45,719.21","43,993.24","41,004.86","40,822.14","41,889.79","42,297.17","42,710.76","43,130.67","43,557.00",2020
917,KGZ,Kyrgyz Republic,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,975.38","3,400.76","2,715.22","2,556.69","2,695.56","2,921.49","2,938.76","2,999.13","3,117.91","3,252.26","3,221.52","3,416.94","3,613.77","3,563.33","3,636.32","3,903.05","4,165.31","4,238.22","4,163.70","4,363.93","4,301.76","4,677.59","4,770.26","4,855.55","4,961.37","5,094.37","5,172.43","5,298.56","4,746.81","4,746.24","4,909.95","5,032.82","5,130.07","5,229.02","5,318.85",2019
544,LAO,Lao P.D.R.,"1,527.30","1,728.37","1,769.12","1,776.42","1,840.82","1,954.87","1,993.11","1,919.33","1,826.57","1,951.32","2,006.00","2,026.34","2,106.53","2,168.39","2,283.49","2,383.98","2,489.46","2,603.90","2,665.56","2,724.87","2,851.91","2,940.57","3,092.95","3,234.95","3,415.05","3,595.23","3,853.88","4,087.34","4,332.95","4,575.25","4,862.59","5,169.54","5,489.18","5,842.03","6,193.50","6,543.81","6,896.29","7,255.17","7,593.00","7,826.57","7,678.89","7,726.94","7,944.61","8,196.33","8,555.37","8,959.99","9,369.41",2020
941,LVA,Latvia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"9,959.35","8,850.54","9,187.14","9,451.78","9,816.53","10,794.23","11,593.05","12,017.76","12,792.89","13,765.51","14,946.44","16,359.10","17,928.15","20,087.40","22,715.77","25,208.87","24,559.45","21,339.45","20,806.27","22,642.30","23,948.90","24,756.26","25,301.55","26,519.03","27,384.62","28,547.99","29,938.45","30,774.61","29,850.56","31,268.31","32,960.18","34,347.28","35,532.30","36,727.08","37,903.39",2019
446,LBN,Lebanon,"18,803.46","18,867.68","11,872.26","14,479.95","20,793.76","25,710.80","23,889.34","27,811.76","19,841.98","11,293.93","9,510.94","12,610.26","12,515.54","12,690.29","13,075.94","13,431.54","13,655.48","14,850.51","15,283.10","14,941.38","14,732.25","14,738.32","14,542.69","14,095.06","14,551.99","14,250.35","14,285.65","15,591.07","17,014.07","18,567.14","19,480.89","18,709.56","18,022.18","17,525.78","16,957.62","16,355.41","16,162.30","16,043.03","15,684.57","14,549.92","10,960.83",n/a,n/a,n/a,n/a,n/a,n/a,2019
666,LSO,Lesotho,"1,195.43","1,200.50","1,235.39","1,240.20","1,318.08","1,330.37","1,350.73","1,317.88","1,382.38","1,417.78","1,450.70","1,498.97","1,531.73","1,553.03","1,589.21","1,554.52","1,644.20","1,700.15","1,722.69","1,748.75","1,833.09","1,891.69","1,920.03","1,996.66","2,042.96","2,104.92","2,196.22","2,290.41","2,360.60","2,353.26","2,456.69","2,563.71","2,677.56","2,706.73","2,744.20","2,814.53","2,848.36","2,752.74","2,706.54","2,646.90","2,487.30","2,526.61","2,536.83","2,546.56","2,562.38","2,538.30","2,557.38",2016
668,LBR,Liberia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,723.02","1,707.45","1,741.34","1,215.62","1,239.94","1,278.42","1,339.75","1,456.16","1,481.76","1,497.95","1,537.97","1,606.74","1,695.61","1,800.34","1,769.73","1,727.02","1,656.82","1,655.36","1,633.92","1,553.07","1,469.75","1,484.78","1,517.01","1,552.05","1,601.47","1,650.22","1,701.78",2016
672,LBY,Libya,"99,828.95","76,308.61","73,977.31","67,649.30","59,460.03","60,153.44","51,328.41","41,985.89","40,035.28","41,051.61","45,193.13","51,069.37","48,570.23","45,717.38","45,699.95","39,191.74","39,475.60","38,597.97","37,761.56","37,339.96","38,041.94","36,802.53","35,903.53","39,977.91","41,079.35","45,297.92","47,394.62","49,621.03","39,938.13","38,224.64","38,909.42","13,231.46","28,028.24","17,755.00","8,351.11","7,191.72","6,594.48","10,708.89","12,498.71","14,007.05","5,586.42","12,344.05","12,863.83","13,440.40","13,459.59","13,968.60","14,451.05",2014
946,LTU,Lithuania,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"10,652.60","11,296.31","12,325.46","13,343.53","13,285.16","13,873.40","14,900.90","16,035.04","17,873.97","19,263.33","21,093.65","23,021.99","25,884.83","26,836.20","23,109.13","23,988.61","26,018.36","27,383.20","28,643.77","29,913.02","30,807.02","31,987.07","33,826.61","35,495.29","37,133.51","36,801.86","38,517.86","40,086.49","41,334.15","42,488.86","43,607.97","44,645.82",2019
137,LUX,Luxembourg,"42,909.99","43,122.16","43,534.65","44,355.94","46,415.69","48,919.52","53,554.88","55,310.43","59,478.20","64,665.94","67,339.29","72,177.75","72,498.39","74,481.01","76,216.32","76,945.90","76,992.16","80,526.43","84,698.04","90,691.31","96,940.86","98,172.83","100,762.89","101,434.12","103,559.42","105,392.74","108,993.78","116,338.28","113,042.73","105,990.50","109,250.41","109,885.58","106,783.18","108,173.55","110,228.70","112,262.63","114,690.18","113,905.61","115,237.28","115,602.31","111,857.69","115,823.30","118,034.13","119,324.04","120,260.83","120,968.94","121,681.22",2020
546,MAC,Macao SAR,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"51,474.96","55,525.40","61,132.80","74,743.06","77,169.62","82,535.34","90,151.01","91,324.58","93,699.59","115,074.21","138,693.69","145,081.78","153,937.67","143,982.26","111,184.24","110,759.70","120,286.60","125,320.60","119,835.64","52,089.94","61,746.51","83,298.97","103,240.50","115,956.98","118,459.12","120,843.14",2020
674,MDG,Madagascar,"2,335.30","2,050.87","1,960.15","1,927.28","1,910.33","1,880.77","1,864.72","1,833.20","1,840.89","1,859.86","1,853.05","1,686.16","1,656.34","1,641.21","1,591.42","1,569.04","1,553.58","1,560.97","1,571.63","1,594.48","1,614.38","1,658.94","1,409.40","1,501.27","1,533.70","1,559.88","1,596.75","1,639.88","1,700.70","1,587.57","1,553.41","1,534.94","1,538.52","1,531.79","1,540.75","1,546.77","1,566.76","1,586.40","1,575.39","1,585.15","1,436.02","1,491.56","1,524.40","1,563.71","1,588.92","1,643.70","1,684.06",2010
676,MWI,Malawi,"1,093.28","1,007.56","1,006.83","1,015.67","1,033.77","1,034.29",977.139,933.998,907.246,873.589,889.15,944.508,864.768,943.005,840.04,944.28,"1,018.37","1,059.05","1,041.29","1,049.24","1,031.40",967.482,948.416,980.701,"1,011.75","1,024.18","1,042.69","1,111.37","1,163.50","1,225.12","1,272.68","1,297.10","1,284.56","1,313.53","1,349.53","1,350.45","1,342.45","1,357.06","1,377.00","1,411.37","1,384.38","1,375.23","1,376.84","1,398.52","1,427.34","1,470.62","1,515.22",2016
548,MYS,Malaysia,"7,506.77","7,834.30","8,093.10","8,390.06","8,821.06","8,470.57","8,339.50","8,565.57","9,188.88","9,784.54","10,222.57","11,029.63","11,682.02","12,488.30","13,272.84","14,196.84","15,218.86","15,923.80","14,379.32","14,877.23","15,764.36","15,433.11","15,868.02","16,393.50","17,110.04","17,573.53","18,309.68","19,270.19","19,835.39","19,199.82","20,279.34","21,005.00","21,818.40","22,310.47","23,269.51","24,060.44","24,775.66","25,897.24","26,849.89","27,920.57","26,011.40","26,582.23","27,824.77","29,048.56","30,221.36","31,365.28","32,566.41",2020
556,MDV,Maldives,"4,669.32","4,847.45","5,050.52","5,087.35","5,767.90","6,312.84","6,602.91","7,006.18","7,424.23","7,908.50","7,303.36","7,455.34","7,719.86","7,920.93","8,294.07","8,740.07","9,330.85","10,087.39","10,849.09","11,401.02","11,767.56","11,914.63","12,435.08","15,345.77","16,023.22","13,717.33","16,997.01","17,953.76","19,357.93","17,662.11","18,632.85","19,895.17","20,059.35","21,164.67","22,341.01","22,606.04","23,642.09","24,928.29","26,509.73","27,893.66","18,659.64","21,814.24","24,287.49","26,766.15","27,930.87","28,961.21","30,012.20",2014
678,MLI,Mali,"1,436.62","1,371.36","1,188.63","1,201.44","1,204.98","1,219.85","1,271.66","1,283.36","1,266.64","1,383.31","1,489.25","1,574.59","1,516.68","1,532.57","1,549.37","1,553.46","1,622.97","1,657.26","1,662.35","1,720.79","1,674.12","1,877.98","1,880.46","1,990.95","1,960.28","2,023.15","2,050.10","2,052.97","2,080.37","2,106.40","2,149.19","2,149.84","2,067.93","2,053.85","2,136.47","2,203.45","2,264.92","2,315.16","2,353.40","2,392.47","2,284.91","2,307.53","2,359.72","2,405.34","2,452.02","2,499.54","2,547.93",2017
181,MLT,Malta,"15,638.25","15,920.80","15,841.68","15,669.61","15,923.07","16,167.32","16,343.07","17,152.51","18,196.87","19,301.32","20,003.98","20,630.93","22,061.59","22,702.64","23,511.99","24,908.37","25,769.46","26,805.66","27,517.41","28,392.29","27,940.09","27,424.51","27,898.08","28,840.65","28,695.41","29,459.98","30,025.65","31,411.43","32,436.15","31,826.90","33,339.68","33,417.75","34,580.72","36,045.01","38,171.78","40,862.40","41,403.95","44,953.77","46,170.30","47,051.93","41,389.20","43,148.97","45,286.64","47,194.61","49,050.46","50,609.68","52,016.70",2020
867,MHL,Marshall Islands,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,034.52","2,968.83","2,888.39","2,909.25","3,147.58","3,319.18","3,248.70","3,210.09","3,238.93","3,214.79","3,303.74","3,052.59","3,144.01","3,317.75","3,281.58","3,198.04","3,309.99","3,263.99","3,302.33","3,337.37","3,433.93","3,525.64","3,744.52","3,631.09","3,548.23","3,643.28","3,704.72","3,748.82","3,786.01","3,816.06",2018
682,MRT,Mauritania,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"4,546.82","4,425.07","4,381.38","4,511.66","4,252.86","4,540.89","4,671.37","4,357.31","4,352.83","4,556.31","4,253.55","4,099.14","4,037.10","4,194.47","4,270.70","4,510.67","5,507.83","5,251.47","5,094.63","4,967.62","4,969.62","5,046.98","5,144.19","5,230.74","5,327.81","5,486.14","5,427.08","5,636.44","5,760.51","5,961.39","5,730.69","5,758.46","5,913.96","6,284.52","6,474.77","6,585.05","6,711.72",2014
684,MUS,Mauritius,"4,860.63","5,070.85","5,284.60","5,256.32","5,450.00","5,777.36","6,291.90","6,879.70","7,296.52","7,564.16","8,050.23","8,317.03","8,742.90","9,078.94","9,323.01","9,639.51","10,074.58","10,515.09","11,036.90","11,182.01","11,979.75","12,267.50","12,380.84","13,027.10","13,502.25","13,617.51","14,165.94","14,909.17","15,655.63","16,131.72","16,797.82","17,454.77","18,014.98","18,579.35","19,236.06","19,893.44","20,646.51","21,415.34","22,203.33","22,852.14","19,441.34","20,417.18","21,789.17","22,663.00","23,458.55","24,235.11","25,037.37",2018
273,MEX,Mexico,"15,382.36","16,282.50","15,808.53","14,900.75","15,059.33","15,050.46","14,275.53","14,219.47","14,111.82","14,405.04","14,864.31","15,205.52","15,462.02","15,610.23","16,107.46","14,850.68","15,609.96","16,427.70","17,025.02","17,248.74","17,862.55","17,555.73","17,308.62","17,320.65","17,761.17","17,930.84","18,477.01","18,624.14","18,553.79","17,308.16","17,929.57","18,325.54","18,738.30","18,748.61","19,044.55","19,442.92","19,732.02","19,933.50","20,162.00","19,927.66","18,098.20","19,052.76","19,640.47","19,903.35","20,135.87","20,377.32","20,628.62",2020
868,FSM,Micronesia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,084.67","2,982.43","2,795.10","2,865.07","2,901.96","3,035.78","3,107.64","3,135.23","3,194.29","3,102.59","3,175.14","3,187.88","3,142.30","3,089.39","3,137.61","3,225.42","3,322.48","3,254.78","3,129.55","3,052.07","3,187.58","3,210.68","3,291.06","3,292.29","3,326.00","3,259.84","3,148.52","3,161.50","3,258.38","3,314.85","3,335.56","3,349.74",2018
921,MDA,Moldova,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"8,398.39","8,319.17","5,742.06","5,666.32","5,349.01","5,452.67","5,106.19","4,940.51","5,056.69","5,375.94","5,810.48","6,212.65","6,685.36","7,207.78","7,572.37","7,817.89","8,439.95","7,942.05","8,513.74","9,011.33","8,958.30","9,773.59","10,269.38","10,322.98","10,855.52","11,547.40","12,262.68","12,946.99","12,263.13","13,047.35","13,970.99","15,006.86","16,162.50","17,342.49","18,540.87",2019
948,MNG,Mongolia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"5,371.70","4,761.00","4,241.32","4,069.07","4,117.03","4,314.68","4,347.13","4,454.93","4,539.49","4,613.11","4,608.48","4,764.18","4,947.45","5,248.80","5,682.82","5,982.98","6,390.77","6,851.75","7,261.37","6,979.37","7,368.53","8,486.77","9,345.92","10,211.94","10,775.68","10,809.05","10,717.48","11,083.56","11,664.39","12,048.93","11,209.56","11,595.00","12,261.95","12,852.95","13,415.79","13,944.09","14,368.30",2020
943,MNE,Montenegro,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"12,439.22","12,526.36","12,714.12","12,978.77","13,525.53","14,072.96","15,265.83","16,280.09","17,421.14","16,376.21","16,788.50","17,306.17","16,821.22","17,401.38","17,694.68","18,282.83","18,819.03","19,703.46","20,710.63","21,559.03","18,302.65","19,571.25","20,653.95","21,383.74","22,053.83","22,678.80","23,321.49",2020
686,MAR,Morocco,"3,368.25","3,191.92","3,409.90","3,312.30","3,375.92","3,506.08","3,709.44","3,531.34","3,812.00","3,813.55","3,952.24","4,157.10","3,995.13","3,895.08","4,233.42","3,945.70","4,371.43","4,243.11","4,487.58","4,474.17","4,498.00","4,762.76","4,846.34","5,067.73","5,241.74","5,344.57","5,675.95","5,802.11","6,068.84","6,247.77","6,406.36","6,660.26","6,777.72","7,000.21","7,104.04","7,349.05","7,348.98","7,581.00","7,737.98","7,857.90","7,288.63","7,629.81","7,791.97","7,999.56","8,204.93","8,418.19","8,630.07",2018
688,MOZ,Mozambique,510.643,523.444,476.263,393.422,362.134,362.08,352.532,405.056,439.245,466.044,464.132,481.897,436.719,464.019,475.25,469.19,506.151,548.346,587.864,640.251,630.702,687.149,729.29,756.593,792.726,821.345,875.915,917.795,958.283,991.323,"1,027.21","1,073.48","1,120.13","1,165.41","1,217.09","1,262.61","1,273.78","1,283.66","1,289.74","1,281.78","1,229.94","1,224.61","1,253.39","1,372.40","1,381.81","1,391.69","1,542.55",2015
518,MMR,Myanmar,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,953.019,"1,018.76","1,130.11","1,256.08","1,367.04","1,534.69","1,757.54","1,983.66","2,234.06","2,497.73","2,669.34","2,767.99","2,893.04","3,029.00","3,200.39","3,424.73","3,673.82","3,914.34","4,130.24","4,332.72","4,575.10","4,848.56","4,968.73","4,050.70","4,023.08","4,099.06","4,179.39","4,258.24","4,342.48",2015
728,NAM,Namibia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"6,642.05","6,710.62","7,068.00","6,729.59","6,727.92","6,807.64","6,815.55","6,881.37","6,887.97","6,903.10","7,054.73","7,216.07","7,573.46","7,708.45","8,083.17","8,313.37","8,489.67","8,791.72","8,891.31","8,785.84","9,178.76","9,503.53","9,802.22","10,160.98","10,578.65","10,822.65","10,622.90","10,316.89","10,237.17","9,987.70","9,023.14","8,799.62","8,771.06","8,702.46","8,586.66","8,472.97","8,360.21",2020
836,NRU,Nauru,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"4,450.24","4,490.85","5,301.25","4,056.40","4,801.04","5,150.14","5,482.04","6,007.93","6,444.16","8,092.81","9,399.92","9,236.53","9,096.86","8,341.68","8,982.70","9,457.32","9,341.36","9,304.11","9,207.42","9,100.89","8,975.28","8,851.08","8,726.10",2016
558,NPL,Nepal,"1,266.90","1,341.36","1,360.11","1,289.28","1,381.85","1,433.72","1,466.02","1,458.45","1,536.09","1,565.71","1,598.38","1,656.33","1,678.29","1,695.93","1,787.27","1,803.39","1,855.42","1,910.28","1,926.14","1,973.79","2,056.79","2,136.33","2,106.15","2,158.23","2,229.21","2,277.63","2,325.17","2,375.70","2,493.88","2,585.90","2,697.43","2,786.84","2,922.62","3,033.78","3,217.45","3,331.87","3,315.81","3,565.20","3,773.72","3,972.63","3,839.13","3,857.55","3,975.09","4,171.42","4,340.71","4,502.75","4,671.57",2018
138,NLD,Netherlands,"30,848.89","30,436.46","29,883.53","30,294.98","31,120.20","31,815.93","32,639.73","33,048.70","34,329.53","35,648.94","36,920.56","37,528.56","37,825.80","38,027.36","38,910.04","39,775.00","40,979.48","42,551.84","44,290.60","46,206.44","47,832.04","48,568.57","48,316.51","48,131.74","48,888.64","49,743.93","51,375.59","53,235.95","54,235.10","51,991.29","52,404.98","52,958.92","52,179.20","51,960.08","52,544.34","53,346.88","54,264.39","55,509.26","56,490.47","57,258.26","54,671.24","56,568.25","58,188.90","59,221.93","60,110.61","60,910.76","61,721.31",2020
196,NZL,New Zealand,"24,430.25","25,021.88","25,542.69","25,269.39","26,733.32","26,797.51","27,036.63","27,450.88","27,350.73","27,185.86","26,872.98","25,835.51","25,742.29","26,780.43","27,900.56","28,834.68","29,541.19","29,877.41","29,708.11","30,888.10","32,011.14","32,607.45","33,589.74","34,350.88","35,450.78","36,152.04","36,770.94","37,670.29","37,285.85","36,470.27","36,701.32","37,092.82","37,793.57","38,348.87","39,144.53","39,749.54","40,407.45","40,975.98","41,623.09","41,916.87","40,241.69","41,984.54","42,928.31","43,026.64","43,194.96","43,505.50","43,902.68",2020
278,NIC,Nicaragua,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,470.12","3,569.16","3,693.72","3,741.09","3,803.37","3,991.20","4,072.43","4,108.73","4,056.60","4,075.61","4,206.59","4,299.83","4,431.78","4,596.06","4,692.47","4,479.93","4,618.61","4,762.06","5,009.24","5,201.88","5,394.63","5,594.89","5,789.89","5,995.60","5,734.23","5,466.61","5,384.31","5,612.15","5,748.71","5,814.63","5,892.81","5,983.71","6,084.89",2020
692,NER,Niger,"1,564.30","1,510.06","1,491.15","1,385.37","1,114.30","1,161.76","1,196.70","1,160.62","1,202.28","1,176.64","1,125.53","1,084.89","1,070.18","1,037.63","1,021.23","1,011.08",977.451,958.091,"1,016.95",979.015,932.902,964.968,976.013,961.21,929.56,961.23,980.856,974.39,"1,010.81",992.126,"1,036.63","1,020.71","1,085.17","1,099.01","1,127.20","1,131.92","1,151.59","1,163.64","1,200.76","1,224.34","1,221.70","1,239.85","1,273.19","1,354.76","1,455.20","1,523.15","1,556.57",2009
694,NGA,Nigeria,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,902.64","2,814.03","2,804.15","2,777.73","2,716.27","2,699.10","2,739.41","2,749.19","2,748.47","2,694.70","2,773.09","2,884.61","3,223.57","3,441.45","3,704.77","3,863.21","4,016.81","4,198.76","4,383.33","4,624.69","5,009.75","5,115.75","5,193.54","5,329.12","5,516.38","5,514.78","5,284.90","5,190.36","5,155.07","5,135.49","4,916.71","4,920.90","4,927.43","4,934.28","4,937.72","4,945.67","4,958.09",2012
962,MKD,North Macedonia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"10,277.92","9,461.11","9,243.55","9,087.87","9,133.51","9,227.70","9,493.80","9,862.93","10,270.89","9,923.26","10,043.62","10,242.92","10,689.43","11,170.72","11,715.30","12,453.96","13,113.37","13,040.22","13,448.33","13,746.23","13,666.93","14,043.06","14,528.77","15,073.64","15,484.84","15,640.30","16,076.65","16,593.95","15,898.94","16,534.89","17,229.36","17,884.08","18,545.79","19,213.43","19,905.12",2020
142,NOR,Norway,"33,292.39","33,703.24","33,655.96","34,892.81","36,902.09","38,826.45","40,252.52","40,721.38","40,401.85","40,701.49","41,324.86","42,358.42","43,615.29","44,590.93","46,591.00","48,287.84","50,452.96","52,871.40","53,925.86","54,608.36","56,014.49","56,941.40","57,410.53","57,608.44","59,552.93","60,686.36","61,609.70","62,785.86","62,223.07","60,445.71","60,057.98","59,856.17","60,679.69","60,607.49","61,080.26","61,695.71","61,801.98","62,782.11","63,083.35","63,230.51","62,422.45","63,928.04","66,131.60","67,652.80","68,443.05","68,957.44","69,476.08",2020
449,OMN,Oman,"15,596.60","16,858.22","18,797.05","20,237.92","21,515.00","24,639.73","23,595.13","21,320.62","22,438.91","21,824.56","26,119.84","26,725.85","27,987.47","28,714.79","28,901.19","29,466.39","29,587.85","30,746.89","30,973.07","30,519.04","31,953.84","32,823.92","31,930.29","30,566.14","30,428.08","30,615.44","31,629.53","32,356.13","34,267.26","35,132.03","34,441.51","32,141.17","31,898.09","31,502.84","30,854.20","30,996.15","30,635.93","29,758.24","29,759.30","29,410.21","29,686.29","29,582.12","29,598.29","29,879.53","29,789.23","29,828.11","29,656.71",2020
564,PAK,Pakistan,"2,053.04","2,117.86","2,212.57","2,296.79","2,323.17","2,458.17","2,545.66","2,623.89","2,721.52","2,780.90","2,826.68","2,907.23","3,000.36","2,985.61","3,038.20","3,113.70","3,238.92","3,216.05","3,250.66","3,309.30","3,340.61","3,337.65","3,373.96","3,447.21","3,633.36","3,884.10","4,034.95","4,182.97","4,218.53","4,145.13","4,164.20","4,226.98","4,300.84","4,370.81","4,458.57","4,549.57","4,666.49","4,817.92","4,990.93","5,000.79","4,885.81","4,984.96","5,086.69","5,218.29","5,378.93","5,546.37","5,718.53",2020
565,PLW,Palau,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"11,682.28","12,346.45","12,815.68","12,258.92","12,677.09","12,995.58","12,970.35","13,388.63","12,923.44","12,213.19","12,384.06","13,182.71","13,610.92","13,554.46","14,249.02","15,386.14","15,292.31","14,775.34","15,413.47","15,351.06","14,067.70","11,189.84","12,733.76","14,475.80","14,841.62","15,085.21","15,266.98",2020
283,PAN,Panama,"11,318.97","12,067.12","12,415.51","11,586.91","11,633.17","11,938.23","12,096.12","11,624.18","9,857.41","9,804.47","10,383.51","11,121.95","11,782.14","12,167.57","12,257.76","12,219.63","12,854.09","13,410.41","14,103.49","14,357.98","14,456.96","14,249.16","14,283.53","14,600.28","15,399.57","16,198.69","17,260.77","19,004.18","20,509.87","20,407.11","21,231.75","23,240.43","25,084.05","26,375.43","27,268.89","28,381.54","29,332.60","30,510.96","31,147.80","31,637.97","25,597.00","28,266.82","29,288.46","30,356.39","31,473.40","32,641.51","33,862.57",2020
853,PNG,Papua New Guinea,"2,739.08","2,697.65","2,658.88","2,689.75","2,605.93","2,634.32","2,725.95","2,843.04","2,840.95","2,683.82","2,490.30","2,646.54","2,791.99","3,084.78","3,320.94","3,122.42","3,242.53","2,959.69","3,020.79","3,001.17","2,855.55","2,783.61","2,713.03","2,888.58","2,837.22","2,889.13","2,894.17","3,049.05","2,971.12","3,101.87","3,239.75","3,106.58","3,083.47","3,133.09","3,482.70","3,634.83","3,756.13","3,809.45","3,721.21","3,858.79","3,632.37","3,601.41","3,669.47","3,715.55","3,741.67","3,771.03","3,793.98",2019
