WEO Country Code,ISO,Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
522,KHM,Cambodia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,973.046,"1,036.53","1,039.53","1,017.86","1,058.17","1,093.60","1,098.26","1,139.91","1,170.03","1,203.13","1,217.81","1,243.25","1,368.98","1,467.86","1,561.62","1,633.35","1,741.45","1,890.10","2,107.36","2,300.14","2,499.60","2,629.90","2,603.23","2,728.46","2,889.92","3,068.25","3,259.28","3,455.68","3,660.66","3,871.96","4,101.00","4,363.21","4,638.22","4,470.18","4,511.43","4,719.66","4,972.97","5,244.57","5,530.01","5,834.98",2019
622,CMR,Cameroon,"3,073.26","3,495.63","3,657.09","3,803.28","3,980.40","4,191.33","4,355.83","4,143.96","3,709.29","3,536.38","3,218.29","3,004.59","2,826.81","2,657.43","2,516.10","2,528.45","2,580.39","2,643.50","2,697.38","2,730.50","2,750.51","2,795.87","2,837.96","2,889.28","3,003.25","2,982.03","3,002.14","3,064.13","3,084.99","3,067.22","3,086.22","3,126.79","3,180.77","3,262.76","3,362.67","3,458.69","3,524.44","3,554.52","3,603.55","3,642.28","3,495.70","3,532.14","3,602.23","3,686.82","3,787.25","3,896.35","4,015.60",2019
156,CAN,Canada,"30,338.40","31,003.55","29,658.32","30,125.96","31,605.57","32,799.61","33,176.33","34,095.46","35,128.55","35,330.43","34,853.97","33,694.31","33,593.09","34,092.99","35,245.66","35,820.46","36,022.70","37,190.07","38,310.30","39,965.61","41,650.36","41,952.43","42,752.97","43,117.35","44,033.29","45,016.85","45,740.72","46,234.50","46,205.53","44,343.81","45,206.13","46,165.98","46,482.40","47,063.78","47,924.29","47,853.97","47,831.31","48,688.07","49,186.08","49,392.36","46,227.63","48,582.28","50,422.12","51,207.03","51,459.36","51,661.50","51,936.08",2020
626,CAF,Central African Republic,"1,258.10","1,379.28","1,297.31","1,189.86","1,277.15","1,289.56","1,336.31","1,308.77","1,305.31","1,327.96","1,317.79","1,277.97","1,186.70","1,144.58","1,258.09","1,268.19","1,163.60","1,185.03","1,198.92","1,208.87","1,143.54","1,152.55","1,156.92","1,112.47","1,093.14","1,106.06","1,138.19","1,162.50","1,170.59","1,180.61","1,211.53","1,242.71","1,300.41",824.932,822.636,852.786,884.431,912.808,933.458,945.181,937.55,911.216,929.622,956.453,983.403,"1,010.73","1,037.53",2004
628,TCD,Chad,894.835,781.115,804.74,908.766,932.367,978.779,"1,007.16","1,011.96","1,053.88","1,040.16","1,039.38","1,111.38","1,102.22","1,045.29","1,067.41","1,024.53","1,011.45","1,032.67","1,066.57","1,022.00",976.379,"1,049.71","1,095.76","1,209.51","1,556.35","1,625.22","1,579.44","1,576.68","1,571.80","1,583.61","1,739.94","1,684.38","1,771.95","1,812.24","1,874.21","1,846.95","1,690.28","1,600.06","1,588.15","1,587.07","1,528.14","1,497.91","1,489.48","1,484.11","1,505.79","1,528.75","1,543.73",2004
228,CHL,Chile,"8,483.29","8,863.08","7,535.65","7,208.61","7,514.00","7,544.39","7,827.33","8,199.10","8,648.06","9,406.30","9,592.31","10,145.15","11,015.90","11,571.28","11,972.49","12,841.61","13,532.40","14,341.54","14,774.19","14,525.00","15,119.51","15,440.83","15,744.76","16,217.97","17,206.82","18,013.35","18,958.56","19,684.96","20,167.48","19,631.63","20,552.37","21,569.47","22,472.93","23,158.73","23,334.84","23,626.51","23,775.07","23,720.43","24,166.48","23,957.26","22,149.86","24,262.41","24,606.41","24,831.78","25,096.28","25,433.88","25,830.84",2020
924,CHN,China,673.541,698.221,749.217,819.221,931.543,"1,042.39","1,114.56","1,224.55","1,340.53","1,376.03","1,409.17","1,520.40","1,717.49","1,933.65","2,161.27","2,373.17","2,581.59","2,792.10","2,984.05","3,187.05","3,430.96","3,690.64","4,001.13","4,375.73","4,790.10","5,304.32","5,947.03","6,759.28","7,370.11","8,027.09","8,836.40","9,621.15","10,299.39","11,034.45","11,770.84","12,535.04","13,306.59","14,151.79","15,050.18","15,893.00","16,216.08","17,469.51","18,406.21","19,340.79","20,324.78","21,339.55","22,375.29",2020
233,COL,Colombia,"7,170.52","7,174.00","7,086.52","7,045.92","7,130.70","7,402.36","7,674.26","7,920.38","8,073.21","8,179.16","8,359.16","8,383.26","8,576.68","8,896.63","9,188.51","9,504.86","9,544.88","9,744.41","9,649.94","9,127.82","9,255.85","9,291.71","9,405.69","9,652.78","10,043.01","10,387.95","10,954.69","11,558.94","11,806.92","11,811.49","12,208.67","12,920.02","13,291.84","13,840.95","14,327.70","14,608.60","14,749.14","14,763.90","14,879.14","15,013.55","13,721.93","14,570.07","14,964.51","15,289.75","15,650.54","16,029.93","16,431.71",2020
632,COM,Comoros,"2,636.75","2,713.08","2,756.09","2,776.10","2,863.28","2,854.63","2,826.06","2,797.80","2,848.44","2,735.21","2,855.80","2,768.79","2,909.74","2,920.58","2,745.09","2,839.17","2,765.38","2,826.88","2,768.32","2,784.41","2,699.98","2,787.59","2,855.44","2,851.00","2,869.17","2,960.24","2,834.33","2,785.56","2,822.59","2,839.50","2,870.75","2,912.04","2,925.83","2,976.36","2,958.89","2,917.91","2,938.60","2,980.06","3,006.67","2,978.79","2,886.18","2,855.57","2,859.15","2,858.65","2,863.15","2,876.94","2,893.27",2015
636,COD,Democratic Republic of the Congo,"2,508.20","2,451.01","2,361.92","2,318.71","2,353.38","2,288.77","2,320.24","2,306.11","2,242.81","2,143.81","1,939.01","1,718.54","1,479.99","1,231.77","1,114.81","1,109.15","1,057.64",950.928,893.234,839.253,751.558,715.678,715.454,732.537,757.686,778.968,794.429,817.07,839.816,835.612,865.684,894.827,926.788,972.456,"1,029.79","1,065.24","1,055.57","1,059.81","1,085.84","1,097.95","1,082.45","1,100.46","1,127.10","1,165.99","1,208.86","1,252.34","1,282.66",2020
634,COG,Republic of Congo,"4,239.25","4,219.75","4,192.05","4,163.81","4,135.07","4,105.86","4,076.22","4,046.18","4,784.90","5,460.30","5,349.54","5,368.00","5,456.02","5,392.97","5,187.69","5,261.84","5,312.94","5,131.32","5,454.20","5,125.48","5,588.15","5,188.93","5,112.25","5,010.43","4,878.59","5,198.02","5,476.24","4,989.31","5,174.59","5,635.88","6,044.48","6,027.14","6,465.04","6,262.42","6,520.04","6,135.17","5,344.95","4,986.53","4,629.15","4,496.77","4,028.71","3,924.00","3,916.46","3,934.65","4,099.39","4,071.78","4,001.78",2018
238,CRI,Costa Rica,"10,304.65","9,773.99","8,798.19","8,793.06","9,229.79","9,023.83","9,245.16","9,418.95","9,483.90","9,765.13","9,872.70","9,866.14","10,539.02","10,998.45","11,162.69","11,300.75","11,148.62","11,463.63","11,987.24","12,197.34","12,760.62","12,727.74","12,936.72","13,283.94","13,653.14","13,982.47","14,784.53","15,771.54","16,279.90","15,902.11","16,443.35","16,948.67","17,546.98","17,756.30","18,156.75","18,593.60","19,145.00","19,711.65","20,002.17","20,239.65","19,216.37","19,759.33","20,239.31","20,650.94","21,070.94","21,520.33","22,000.61",2020
662,CIV,CÙte d'Ivoire,"6,078.55","6,150.86","5,933.35","5,505.09","5,248.26","5,234.61","5,278.55","5,056.18","5,066.56","5,012.20","4,762.99","4,581.18","4,396.60","3,994.13","3,884.58","3,985.24","4,190.65","4,318.19","4,416.29","4,374.00","4,174.98","4,074.12","3,904.65","3,753.97","3,703.90","3,672.18","3,633.38","3,603.81","3,601.80","3,624.67","3,604.10","3,342.14","3,611.33","3,846.17","4,078.37","4,326.53","4,519.97","4,729.65","4,927.42","5,101.84","5,071.74","5,237.65","5,435.21","5,637.85","5,840.97","6,040.04","6,240.20",2015
960,HRV,Croatia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"13,976.75","13,152.39","14,235.93","15,423.87","16,180.25","16,961.12","17,549.45","17,182.94","18,531.14","19,416.09","20,518.51","21,669.87","21,893.98","22,821.86","23,972.11","25,209.78","25,698.61","23,843.47","23,588.16","24,294.71","23,785.86","23,746.37","23,765.74","24,540.50","25,581.45","26,775.70","27,776.65","28,732.05","26,574.02","28,470.66","30,363.35","31,806.63","33,087.87","34,044.55","34,994.94",2020
423,CYP,Cyprus,"15,502.22","15,776.67","16,580.51","17,235.46","18,506.00","19,158.60","19,612.98","20,785.30","22,280.46","23,734.48","24,967.66","24,496.96","26,102.13","25,646.63","26,598.40","28,948.12","28,820.60","29,138.74","30,512.42","31,678.46","33,197.06","34,160.08","35,030.41","35,537.62","36,849.78","38,102.28","39,311.45","40,557.29","41,039.48","39,172.76","38,878.40","38,076.76","35,814.59","33,318.23","33,009.16","34,513.60","36,678.70","38,277.37","39,843.46","40,522.28","37,929.82","39,195.80","40,034.60","40,754.62","41,315.66","41,842.44","42,342.07",2020
935,CZE,Czech Republic,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"22,775.97","23,833.84","23,738.38","23,676.73","24,026.62","25,015.95","25,893.25","26,379.25","27,347.48","28,656.47","30,537.76","32,525.38","34,234.50","34,851.06","32,965.44","33,650.93","34,162.84","33,834.28","33,784.40","34,560.82","36,333.73","37,200.66","39,031.09","40,160.98","41,223.23","38,674.64","40,002.47","41,689.32","43,332.40","44,835.36","46,244.47","47,403.63",2019
128,DNK,Denmark,"31,953.00","31,730.72","32,928.98","33,800.86","35,240.73","36,659.28","38,416.91","38,450.54","38,414.06","38,656.71","39,182.94","39,644.89","40,299.05","40,158.25","42,167.87","43,286.06","44,243.99","45,477.60","46,310.78","47,508.30","49,137.15","49,363.70","49,417.48","49,469.83","50,656.61","51,710.88","53,574.78","53,866.24","53,310.08","50,367.04","51,091.82","51,533.52","51,467.39","51,743.65","52,349.88","53,268.95","54,540.79","55,673.46","56,463.28","57,409.97","56,065.51","58,021.93","59,583.84","60,534.33","61,439.63","62,358.47","63,291.04",2019
611,DJI,Djibouti,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"4,306.95","4,003.46","3,972.24","3,683.39","3,610.76","3,440.73","3,244.05","3,121.16","3,034.68","3,036.23","2,982.87","2,972.39","3,011.31","3,055.34","3,091.56","3,140.33","3,245.01","3,361.68","3,509.33","3,516.69","3,608.60","3,810.64","3,928.59","4,054.25","4,266.11","4,516.69","4,750.59","4,912.56","5,247.49","5,556.25","5,529.77","5,724.02","5,956.22","6,230.19","6,519.70","6,825.53","7,148.79",2018
321,DMA,Dominica,n/a,"5,252.27","5,488.81","5,649.44","5,907.78","6,013.36","6,461.95","6,894.34","7,460.08","7,472.71","7,906.07","8,041.45","8,204.01","8,380.69","8,382.85","8,636.15","8,903.55","9,097.37","9,439.91","9,472.62","9,693.42","9,686.53","9,419.19","10,024.72","10,337.87","10,413.09","10,905.93","11,607.09","12,442.41","12,305.58","12,405.94","12,378.21","12,469.22","12,312.82","12,755.50","12,276.71","12,607.31","12,071.43","12,492.66","12,922.49","11,324.58","11,705.62","12,630.28","13,372.07","14,012.03","14,606.64","14,977.32",2011
243,DOM,Dominican Republic,"6,194.06","6,314.59","6,275.55","6,413.90","6,341.69","6,059.92","6,122.87","6,580.45","6,565.76","6,706.20","6,216.83","6,168.02","6,736.66","7,101.83","7,161.59","7,443.12","7,761.73","8,318.83","8,736.93","9,117.25","9,403.75","9,504.66","9,800.07","9,538.21","9,659.02","10,439.47","11,267.42","11,967.65","12,211.27","12,194.67","13,074.43","13,341.20","13,561.01","14,071.39","14,912.89","15,791.32","16,684.41","17,301.38","18,334.61","19,090.48","17,652.97","19,165.81","20,044.74","20,869.56","21,719.84","22,602.34","23,515.24",2019
248,ECU,Ecuador,"8,397.63","8,481.71","8,346.59","7,892.21","8,004.93","8,139.87","8,178.53","7,499.40","8,075.31","7,903.12","7,952.79","8,170.49","8,278.71","8,264.42","8,442.29","8,470.16","8,470.36","8,698.20","8,848.50","8,306.91","8,274.16","8,416.16","8,574.25","8,658.24","9,208.57","9,576.10","9,823.60","9,861.92","10,301.95","10,173.61","10,340.20","10,968.06","11,396.85","11,768.18","12,021.48","11,847.54","11,525.33","11,623.72","11,603.14","11,440.19","10,407.31","10,550.02","10,768.63","10,887.60","11,015.33","11,161.67","11,309.97",2020
469,EGY,Egypt,"5,080.96","5,049.20","5,273.47","5,589.06","5,874.27","6,133.13","6,262.74","6,389.95","6,511.71","6,561.64","6,655.62","6,657.65","6,542.17","6,525.59","6,666.01","6,807.72","6,994.14","7,247.89","7,642.00","7,940.52","8,184.93","8,304.69","8,401.97","8,491.78","8,673.45","8,881.87","9,292.58","9,761.93","10,237.96","10,479.53","10,766.92","10,711.91","10,684.91","10,763.74","10,796.83","10,990.31","11,215.98","11,158.25","11,521.27","11,940.25","12,123.99","12,282.44","12,669.98","13,120.48","13,599.50","14,102.02","14,624.09",2020
253,SLV,El Salvador,"5,817.53","5,423.00","5,041.45","5,088.53","5,124.84","5,115.55","5,073.53","5,138.79","5,162.70","5,131.20","5,287.24","5,294.02","5,588.16","5,833.35","6,028.60","6,239.13","6,222.26","6,354.49","6,465.08","6,551.77","6,577.07","6,591.01","6,655.52","6,723.69","6,750.02","6,900.44","7,167.76","7,269.60","7,392.84","7,208.15","7,328.72","7,575.63","7,754.69","7,892.45","7,990.45","8,143.22","8,309.43","8,454.05","8,614.01","8,795.45","8,056.96","8,740.51","9,005.01","9,170.00","9,329.34","9,472.88","9,595.53",2019
642,GNQ,Equatorial Guinea,840.575,840.552,798.301,774.656,727.844,774.124,721.643,726.33,723.094,693.835,690.254,660.344,850.246,908.329,"1,025.00","1,251.18","1,840.55","4,391.11","5,267.62","6,395.43","12,928.33","19,865.69","22,813.40","25,050.96","31,303.00","32,419.37","33,005.96","36,347.34","40,889.49","39,583.93","34,459.66","35,113.41","36,410.00","33,450.83","32,231.18","28,149.29","24,698.80","22,449.90","20,309.55","18,446.49","16,967.78","17,110.71","15,653.01","14,959.50","14,376.84","13,576.88","12,916.61",2015
643,ERI,Eritrea,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,199.71","1,365.74","1,667.07","1,716.66","1,880.31","2,029.78","2,059.36","2,034.61","1,740.45","1,826.69","1,801.20","1,672.47","1,622.52","1,601.30","1,536.32","1,517.17","1,195.96","1,317.11","1,437.02","1,781.74","1,795.24","1,592.33","2,066.02","1,624.28","1,726.77","1,537.45","1,717.68","1,761.13","1,725.91","1,749.02","1,802.90","1,838.16","1,874.51","1,911.78","1,950.55",2006
939,EST,Estonia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"12,169.50","12,248.02","12,761.52","13,591.37","15,541.35","16,372.33","16,254.80","17,808.19","18,997.96","20,413.27","22,103.04","23,748.46","26,159.65","28,884.09","31,215.35","29,692.90","25,397.99","26,078.19","28,057.35","29,066.95","29,596.01","30,548.74","31,113.33","32,085.78","33,903.13","35,181.98","36,488.52","35,341.82","38,335.63","39,946.42","41,437.17","42,871.03","44,278.54","45,741.41",2019
734,SWZ,Eswatini,"3,959.84","4,110.91","4,052.55","3,913.09","3,881.91","3,815.06","4,343.67","4,575.54","4,713.54","4,956.37","5,262.34","5,206.98","5,252.46","5,308.72","5,332.54","5,478.45","5,567.14","5,612.99","5,704.72","5,818.07","5,865.55","5,872.93","6,074.32","6,253.06","6,421.70","6,746.57","7,087.98","7,337.87","7,344.23","7,405.19","7,630.90","7,746.72","8,106.54","8,360.42","8,377.84","8,503.04","8,537.42","8,650.85","8,769.20","8,878.08","8,571.62","8,610.59","8,661.62","8,720.87","8,797.74","8,889.29","8,985.74",2017
644,ETH,Ethiopia,863.024,842.7,827.19,864.751,817.929,701.508,745.194,821.762,800.245,770.92,765.065,686.199,604.155,662.211,663.286,682.232,751.849,751.469,700.455,724.709,775.02,808.127,798.888,736.923,802.283,880.479,956.855,"1,042.66","1,141.17","1,235.52","1,344.97","1,474.70","1,577.76","1,706.65","1,852.79","2,013.26","2,140.08","2,321.44","2,460.88","2,641.01","2,756.87","2,767.42",n/a,n/a,n/a,n/a,n/a,2016
819,FJI,Fiji,"7,550.93","7,813.62","7,531.13","7,035.15","7,583.18","7,184.06","7,587.75","7,013.95","7,248.41","8,093.56","8,494.02","8,198.47","8,629.45","8,784.00","9,159.76","9,324.97","9,697.29","9,396.01","9,449.73","10,198.53","9,954.09","10,071.83","10,321.49","10,331.85","10,814.71","10,601.05","10,729.03","10,560.67","10,614.95","10,416.21","10,677.56","10,913.84","11,015.61","11,482.90","12,069.63","12,557.20","12,751.06","13,316.59","13,748.05","13,611.33","11,407.73","10,891.31","11,502.28","12,383.56","13,106.79","13,619.74","14,000.48",2017
172,FIN,Finland,"25,385.35","25,625.23","26,282.60","26,937.69","27,642.58","28,480.52","29,156.18","30,102.08","31,587.56","33,088.83","33,025.32","30,931.51","29,730.87","29,382.26","30,408.99","31,561.74","32,603.60","34,564.19","36,343.97","37,845.25","39,939.94","40,904.53","41,492.42","42,231.21","43,804.05","44,876.62","46,515.48","48,782.07","48,946.28","44,775.96","45,985.68","46,947.79","46,069.13","45,439.77","45,069.68","45,145.07","46,282.74","47,621.51","48,079.42","48,682.99","47,220.44","48,577.22","49,982.19","50,736.51","51,387.73","52,060.14","52,748.65",2020
132,FRA,France,"28,716.60","28,872.25","29,397.04","29,609.35","29,971.43","30,308.76","30,848.73","31,505.47","32,776.68","34,057.32","34,898.35","35,064.36","35,416.31","35,058.47","35,755.45","36,435.69","36,824.60","37,554.24","38,790.76","39,927.30","41,304.78","41,843.45","42,014.98","42,075.98","42,875.76","43,285.67","44,107.43","44,886.79","44,692.43","43,217.95","43,802.26","44,565.42","44,516.21","44,563.47","44,765.85","45,040.35","45,383.95","46,369.70","47,074.00","47,832.71","43,920.09","46,556.95","48,253.72","48,995.38","49,587.46","50,138.10","50,686.36",2020
646,GAB,Gabon,"19,598.51","18,409.57","18,751.88","18,715.31","19,209.74","19,886.41","19,049.70","15,769.13","15,969.71","18,037.11","18,557.55","19,078.49","17,929.29","18,195.77","18,411.06","18,855.41","19,062.37","19,664.62","19,852.22","17,635.90","16,881.74","16,824.04","16,444.34","16,316.14","16,096.44","15,580.34","14,910.30","15,392.75","15,086.16","14,202.63","14,540.64","15,001.76","15,211.48","15,446.71","15,566.74","15,652.46","15,579.43","15,302.64","15,222.29","15,608.06","15,122.58","15,152.96","15,551.37","15,856.25","16,201.28","16,564.39","16,955.19",2004
648,GMB,The Gambia,"2,642.30","2,251.66","2,622.08","2,862.08","2,540.10","2,529.34","2,487.40","2,456.58","2,400.23","2,405.80","2,442.92","2,397.70","2,344.10","2,299.33","2,146.82","2,151.03","2,149.07","2,084.99","2,153.09","2,220.89","2,271.43","2,327.28","2,180.86","2,257.37","2,341.17","2,216.19","2,137.82","2,137.86","2,205.12","2,283.18","2,346.72","2,091.82","2,135.75","2,131.43","2,038.80","2,058.66","2,036.87","2,072.65","2,158.07","2,225.31","2,156.02","2,194.90","2,258.67","2,335.31","2,414.55","2,480.43","2,542.75",2018
915,GEO,Georgia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"7,788.63","4,280.47","3,095.13","3,007.19","3,207.43","3,675.27","4,211.99","4,464.87","4,693.64","4,873.74","5,208.27","5,556.95","6,211.13","6,617.92","7,290.88","8,037.17","9,083.90","9,364.30","9,066.28","9,701.58","10,488.00","11,263.37","11,736.20","12,262.41","12,616.58","12,959.86","13,595.58","14,241.75","14,975.81","14,078.31","15,181.60","16,036.41","16,910.51","17,807.30","18,748.70","19,739.02",2020
134,DEU,Germany,"30,420.76","30,397.04","30,179.00","30,755.45","31,752.84","32,529.23","33,292.66","33,775.76","34,825.39","35,830.09","37,168.15","38,530.68","39,013.34","38,419.38","39,243.51","39,769.40","40,015.88","40,708.37","41,563.47","42,360.05","43,571.70","44,273.71","44,151.73","43,857.24","44,427.03","44,815.22","46,617.83","48,115.25","48,714.44","46,100.07","48,148.08","50,038.55","50,157.85","50,237.48","51,137.33","51,450.81","52,175.41","53,373.76","53,791.88","54,234.43","51,718.75","53,213.39","55,576.09","56,416.99","57,170.68","57,833.40","58,512.56",2020
652,GHA,Ghana,"2,608.54","2,451.75","2,194.96","2,009.27","2,055.55","2,139.79","2,221.56","2,316.03","2,409.64","2,461.15","2,490.53","2,548.50","2,599.88","2,659.45","2,687.08","2,733.52","2,794.48","2,884.56","2,955.11","3,013.42","2,896.98","2,932.60","2,993.05","3,070.79","3,160.88","3,278.06","3,388.02","3,445.48","3,671.73","3,794.95","3,883.72","4,320.04","4,574.27","4,792.25","4,817.57","4,810.48","4,864.58","5,148.05","5,353.48","5,585.90","5,497.81","5,664.18","5,863.87","5,983.74","6,125.19","6,319.60","6,479.65",2018
174,GRC,Greece,"24,122.07","23,461.20","23,060.42","22,664.79","23,000.28","23,465.67","23,516.28","22,902.19","23,811.38","24,612.18","24,459.57","24,845.60","24,790.82","24,245.18","24,591.16","24,997.68","25,586.03","26,630.30","27,502.10","28,203.11","29,233.04","30,270.99","31,307.61","33,038.20","34,632.31","34,746.10","36,593.67","37,684.80","37,473.77","35,752.97","33,699.99","30,268.44","28,218.53","27,651.44","28,040.21","28,101.52","28,156.57","28,558.30","29,076.49","29,662.12","27,231.04","29,119.08","30,586.29","31,521.68","32,214.40","32,838.29","33,386.94",2020
328,GRD,Grenada,"6,064.16","6,040.48","6,118.28","6,129.81","6,214.02","6,488.53","6,949.96","7,638.34","7,965.18","8,366.35","8,775.84","8,888.36","8,752.70","8,487.76","8,547.08","8,652.81","8,968.20","9,356.80","10,414.91","11,097.83","11,613.44","11,333.72","11,678.76","12,738.89","12,614.84","14,246.63","13,641.27","14,442.88","14,541.85","13,537.82","13,412.81","13,444.64","13,207.00","13,427.54","14,317.05","15,142.07","15,614.30","16,217.50","16,837.50","16,867.71","14,597.70","14,904.77","15,737.03","16,553.51","17,224.80","17,653.12","18,044.60",2019
258,GTM,Guatemala,"6,633.80","6,510.96","6,124.62","5,821.14","5,704.67","5,528.57","5,395.79","5,449.80","5,522.14","5,599.99","5,635.36","5,670.10","5,793.30","5,851.56","5,917.28","6,037.47","6,067.66","6,176.64","6,318.09","6,405.89","6,417.51","6,420.36","6,537.27","6,551.83","6,590.06","6,636.93","6,849.50","7,103.01","7,202.24","7,090.91","7,133.32","7,291.73","7,362.64","7,460.46","7,631.78","7,783.18","7,832.25","7,912.49","8,012.34","8,156.23","7,872.15","8,139.52","8,336.28","8,476.44","8,598.19","8,721.68","8,846.95",2020
656,GIN,Guinea,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,590.72","1,545.32","1,505.25","1,492.19","1,473.83","1,479.20","1,496.03","1,535.29","1,560.99","1,593.42","1,606.19","1,637.02","1,692.94","1,684.50","1,691.75","1,706.66","1,709.53","1,775.90","1,801.45","1,727.11","1,753.17","1,804.23","1,862.57","1,887.61","1,908.83","1,933.44","2,090.40","2,249.56","2,334.24","2,405.89","2,513.54","2,579.10","2,674.43","2,762.77","2,845.22","2,918.97","3,002.02",2014
654,GNB,Guinea-Bissau,"1,761.09","1,716.28","1,751.58","1,657.23","1,712.42","1,749.31","1,696.20","1,756.93","1,756.28","1,771.89","1,816.27","1,905.68","1,921.06","1,921.31","1,934.72","1,968.51","1,998.05","2,072.29","1,572.84","1,798.36","1,779.82","1,825.88","1,852.98","1,809.00","1,791.72","1,868.84","1,877.82","1,884.61","1,927.04","1,930.28","2,023.14","2,139.64","2,057.72","2,078.98","2,053.85","2,132.91","2,197.75","2,253.42","2,278.96","2,330.24","2,248.16","2,272.36","2,311.85","2,376.85","2,443.65","2,513.43","2,586.27",2017
336,GUY,Guyana,"6,566.41","6,590.00","6,008.30","5,333.23","5,473.24","5,527.36","5,557.53","5,601.22","5,313.76","5,113.64","5,001.05","5,317.18","5,728.09","6,182.38","6,678.92","6,977.93","7,502.11","7,922.67","7,755.73","7,954.90","7,826.72","7,991.12","8,083.58","8,037.04","8,167.05","8,004.84","8,398.21","8,963.70","9,116.44","9,381.35","9,765.39","10,255.49","10,743.81","11,092.42","11,235.19","11,268.17","11,601.86","11,964.64","12,426.25","13,052.24","18,671.30","22,414.60","33,232.90","43,763.20","45,191.94","46,745.01","48,348.92",2019
263,HTI,Haiti,"4,192.44","4,161.48","3,973.79","3,845.07","3,784.63","3,745.71","3,689.33","3,608.20","3,585.79","3,474.46","3,389.49","3,369.78","3,230.69","3,009.67","2,604.11","2,807.94","2,870.20","2,893.94","2,903.92","2,930.19","2,905.14","2,847.53","2,831.71","2,884.44","2,801.90","2,842.06","2,845.43","2,930.68","2,959.38","3,082.75","2,861.82","2,959.86","2,927.62","3,006.30","3,010.72","3,040.86","3,049.52","3,079.71","3,085.33","2,989.79","2,849.17","2,790.52","2,789.42","2,788.32","2,787.22","2,788.87","2,790.52",2003
268,HND,Honduras,"4,081.36","4,054.96","3,878.31","3,726.91","3,771.91","3,811.70","3,727.42","3,837.10","3,897.04","3,951.04","3,843.38","3,856.85","3,960.30","4,090.25","3,924.51","3,970.11","3,996.12","4,077.08","4,077.55","3,935.72","4,108.77","4,109.77","4,154.92","4,235.63","4,390.47","4,546.25","4,733.55","4,914.32","5,011.62","4,787.86","4,866.98","4,956.40","5,065.46","5,113.46","5,177.41","5,283.41","5,394.33","5,557.93","5,671.99","5,721.95","5,119.06","5,277.19","5,411.68","5,506.51","5,608.43","5,717.74","5,840.41",2019
532,HKG,Hong Kong SAR,"16,948.01","18,077.30","18,316.23","19,091.24","20,687.97","20,572.58","22,588.78","25,388.36","27,275.84","27,629.47","28,560.64","29,860.55","31,332.80","32,663.29","33,948.32","33,918.85","34,288.14","35,759.67","33,315.07","33,871.32","36,065.50","36,166.48","36,790.23","37,699.39","40,777.31","43,533.21","46,145.94","48,887.74","49,745.20","48,296.50","51,157.77","53,187.93","53,628.40","54,985.76","56,177.47","57,071.92","57,777.35","59,676.48","60,774.21","59,480.04","56,558.40","59,850.85","61,598.96","63,162.81","64,598.80","66,010.98","67,494.94",2020
944,HUN,Hungary,"16,156.83","16,626.18","17,115.73","17,277.05","17,788.43","17,813.12","18,153.24","18,979.69","19,049.04","19,267.92","18,677.30","16,458.84","15,953.75","15,875.02","16,366.60","16,804.12","16,844.04","17,407.20","18,123.03","18,728.78","19,627.02","20,470.70","21,493.96","22,444.68","23,585.29","24,632.42","25,678.76","25,769.08","26,096.23","24,381.88","24,697.34","25,246.35","25,033.16","25,558.15","26,725.30","27,805.17","28,475.32","29,801.55","31,474.99","32,952.69","31,328.93","33,720.28","35,450.89","36,809.33","37,998.89","38,998.83","40,025.09",2020
176,ISL,Iceland,"30,139.32","31,098.78","31,378.16","30,265.82","31,135.00","31,867.51","33,642.44","36,225.28","35,695.11","35,168.28","35,317.94","34,952.29","33,270.99","33,366.39","34,221.22","34,015.54","35,439.01","37,218.28","39,590.80","40,686.54","42,203.99","43,229.84","42,984.17","43,616.61","46,680.08","49,031.61","51,031.37","53,946.27","53,777.17","49,048.04","47,919.36","48,677.90","49,022.77","50,891.12","51,143.68","52,856.27","55,608.74","56,944.80","57,999.18","57,989.93","53,154.76","54,236.59","55,592.45","56,792.07","57,398.96","58,811.54","60,232.49",2018
